id,attack_cat
5718,Normal
5719,Worms
5720,Shellcode
5721,Generic
5722,Backdoor
5723,DoS
5724,Backdoor
5725,Generic
5726,Normal
5727,DoS
5728,Backdoor
5729,Fuzzers
5730,Fuzzers
5731,Backdoor
5732,Backdoor
5733,Fuzzers
5734,Generic
5735,Normal
5736,Normal
5737,Backdoor
5738,Analysis
5739,Fuzzers
5740,Generic
5741,Generic
5742,Fuzzers
5743,DoS
5744,DoS
5745,Generic
5746,Analysis
5747,Normal
5748,Analysis
5749,Normal
5750,Analysis
5751,Fuzzers
5752,Normal
5753,Backdoor
5754,Analysis
5755,Backdoor
5756,Exploits
5757,Fuzzers
5758,Normal
5759,Generic
5760,Normal
5761,Backdoor
5762,Normal
5763,Worms
5764,Fuzzers
5765,Fuzzers
5766,Normal
5767,Normal
5768,Generic
5769,Backdoor
5770,Generic
5771,Shellcode
5772,Worms
5773,Normal
5774,Generic
5775,Normal
5776,Normal
5777,Normal
5778,Normal
5779,Shellcode
5780,Analysis
5781,Exploits
5782,Generic
5783,Fuzzers
5784,Fuzzers
5785,DoS
5786,Analysis
5787,Fuzzers
5788,Fuzzers
5789,Normal
5790,Fuzzers
5791,Analysis
5792,Fuzzers
5793,Fuzzers
5794,Reconnaissance
5795,Analysis
5796,Fuzzers
5797,Generic
5798,Normal
5799,Generic
5800,Generic
5801,Analysis
5802,Generic
5803,Backdoor
5804,Analysis
5805,Normal
5806,Generic
5807,Fuzzers
5808,Generic
5809,Fuzzers
5810,Shellcode
5811,Fuzzers
5812,Normal
5813,Normal
5814,Normal
5815,Generic
5816,DoS
5817,DoS
5818,Normal
5819,Reconnaissance
5820,Analysis
5821,Analysis
5822,Backdoor
5823,DoS
5824,Backdoor
5825,Analysis
5826,Worms
5827,DoS
5828,Worms
5829,Normal
5830,Normal
5831,Worms
5832,Generic
5833,Exploits
5834,Backdoor
5835,Normal
5836,Fuzzers
5837,Generic
5838,Generic
5839,Normal
5840,Generic
5841,Generic
5842,Generic
5843,Backdoor
5844,Generic
5845,Generic
5846,Shellcode
5847,Exploits
5848,Worms
5849,Worms
5850,Generic
5851,Worms
5852,Fuzzers
5853,Backdoor
5854,Fuzzers
5855,Normal
5856,Generic
5857,Normal
5858,Normal
5859,Fuzzers
5860,Reconnaissance
5861,Exploits
5862,Normal
5863,Backdoor
5864,Analysis
5865,Generic
5866,Reconnaissance
5867,Generic
5868,Fuzzers
5869,Analysis
5870,Normal
5871,Fuzzers
5872,Backdoor
5873,Fuzzers
5874,Generic
5875,Generic
5876,Normal
5877,Reconnaissance
5878,Generic
5879,Normal
5880,Backdoor
5881,Normal
5882,Reconnaissance
5883,Fuzzers
5884,Analysis
5885,Fuzzers
5886,DoS
5887,Analysis
5888,Generic
5889,Backdoor
5890,Generic
5891,Normal
5892,Normal
5893,Backdoor
5894,Generic
5895,Normal
5896,Analysis
5897,Normal
5898,Fuzzers
5899,Fuzzers
5900,DoS
5901,Normal
5902,Generic
5903,Normal
5904,Analysis
5905,Exploits
5906,Shellcode
5907,Backdoor
5908,Normal
5909,Analysis
5910,Backdoor
5911,Analysis
5912,Analysis
5913,DoS
5914,Fuzzers
5915,Normal
5916,Fuzzers
5917,Fuzzers
5918,Fuzzers
5919,Generic
5920,Fuzzers
5921,Normal
5922,Normal
5923,Generic
5924,Normal
5925,Shellcode
5926,Generic
5927,Worms
5928,Normal
5929,Analysis
5930,Backdoor
5931,Generic
5932,Fuzzers
5933,Normal
5934,Exploits
5935,Normal
5936,Worms
5937,Normal
5938,Generic
5939,Fuzzers
5940,Normal
5941,DoS
5942,Fuzzers
5943,Normal
5944,Generic
5945,Generic
5946,Generic
5947,Exploits
5948,Normal
5949,Generic
5950,Backdoor
5951,Analysis
5952,Normal
5953,Generic
5954,Normal
5955,Normal
5956,Analysis
5957,DoS
5958,Normal
5959,Shellcode
5960,Normal
5961,Fuzzers
5962,Normal
5963,Fuzzers
5964,Normal
5965,Generic
5966,Backdoor
5967,Normal
5968,Backdoor
5969,Fuzzers
5970,Fuzzers
5971,Normal
5972,Backdoor
5973,Worms
5974,Normal
5975,Fuzzers
5976,Generic
5977,Normal
5978,Backdoor
5979,Analysis
5980,Shellcode
5981,Analysis
5982,Normal
5983,Reconnaissance
5984,Normal
5985,Normal
5986,Analysis
5987,Backdoor
5988,Generic
5989,Normal
5990,Reconnaissance
5991,Worms
5992,Reconnaissance
5993,Normal
5994,Fuzzers
5995,Fuzzers
5996,Analysis
5997,DoS
5998,Worms
5999,Worms
6000,Backdoor
6001,Fuzzers
6002,Generic
6003,Exploits
6004,Reconnaissance
6005,Normal
6006,DoS
6007,Normal
6008,DoS
6009,Fuzzers
6010,Generic
6011,Worms
6012,Fuzzers
6013,Normal
6014,Normal
6015,Exploits
6016,Backdoor
6017,Generic
6018,Fuzzers
6019,Exploits
6020,Worms
6021,Generic
6022,Normal
6023,Normal
6024,Shellcode
6025,Fuzzers
6026,Backdoor
6027,Normal
6028,Normal
6029,Reconnaissance
6030,Backdoor
6031,Normal
6032,Analysis
6033,Generic
6034,Normal
6035,Exploits
6036,Generic
6037,Worms
6038,Analysis
6039,Generic
6040,Fuzzers
6041,Normal
6042,Worms
6043,Fuzzers
6044,Analysis
6045,Normal
6046,Generic
6047,Normal
6048,Worms
6049,Reconnaissance
6050,Normal
6051,Generic
6052,Generic
6053,Backdoor
6054,Normal
6055,Generic
6056,Backdoor
6057,Generic
6058,Generic
6059,Shellcode
6060,Shellcode
6061,Reconnaissance
6062,Backdoor
6063,Analysis
6064,Backdoor
6065,Analysis
6066,Normal
6067,Normal
6068,Backdoor
6069,Normal
6070,Generic
6071,Worms
6072,Generic
6073,Generic
6074,DoS
6075,Backdoor
6076,Normal
6077,Generic
6078,DoS
6079,Generic
6080,Fuzzers
6081,Normal
6082,Normal
6083,Worms
6084,Exploits
6085,Normal
6086,Generic
6087,Backdoor
6088,Fuzzers
6089,Fuzzers
6090,Generic
6091,Normal
6092,Generic
6093,Analysis
6094,Worms
6095,Normal
6096,Normal
6097,Generic
6098,Backdoor
6099,Generic
6100,Normal
6101,Fuzzers
6102,Analysis
6103,Normal
6104,Normal
6105,Fuzzers
6106,Shellcode
6107,Normal
6108,Generic
6109,Analysis
6110,Fuzzers
6111,Worms
6112,Worms
6113,Normal
6114,Normal
6115,Fuzzers
6116,Fuzzers
6117,Exploits
6118,DoS
6119,Generic
6120,Normal
6121,Worms
6122,Backdoor
6123,Normal
6124,Generic
6125,Fuzzers
6126,Normal
6127,Analysis
6128,Normal
6129,Normal
6130,Normal
6131,Generic
6132,Normal
6133,Exploits
6134,Normal
6135,Normal
6136,Generic
6137,Fuzzers
6138,Backdoor
6139,Exploits
6140,Generic
6141,Normal
6142,Normal
6143,Generic
6144,Worms
6145,Generic
6146,Normal
6147,Fuzzers
6148,Fuzzers
6149,Fuzzers
6150,Normal
6151,Generic
6152,Normal
6153,Fuzzers
6154,Fuzzers
6155,Generic
6156,Reconnaissance
6157,Shellcode
6158,Normal
6159,Generic
6160,Normal
6161,Normal
6162,Normal
6163,Normal
6164,Generic
6165,Fuzzers
6166,Generic
6167,Fuzzers
6168,Worms
6169,Analysis
6170,Normal
6171,Fuzzers
6172,Backdoor
6173,Backdoor
6174,Normal
6175,Generic
6176,Worms
6177,Generic
6178,Shellcode
6179,Fuzzers
6180,Analysis
6181,Normal
6182,Generic
6183,Backdoor
6184,DoS
6185,Normal
6186,Generic
6187,Worms
6188,Generic
6189,Shellcode
6190,Backdoor
6191,DoS
6192,Analysis
6193,Normal
6194,Generic
6195,Normal
6196,Fuzzers
6197,Normal
6198,DoS
6199,Worms
6200,Fuzzers
6201,Normal
6202,Analysis
6203,Generic
6204,Normal
6205,Generic
6206,Fuzzers
6207,Exploits
6208,DoS
6209,Normal
6210,Analysis
6211,Backdoor
6212,Backdoor
6213,Generic
6214,Analysis
6215,Shellcode
6216,Worms
6217,Normal
6218,Normal
6219,Normal
6220,Backdoor
6221,DoS
6222,Backdoor
6223,Normal
6224,Worms
6225,Normal
6226,Generic
6227,Normal
6228,Normal
6229,Shellcode
6230,Normal
6231,Fuzzers
6232,Normal
6233,Fuzzers
6234,Generic
6235,Generic
6236,Fuzzers
6237,Generic
6238,DoS
6239,Analysis
6240,Generic
6241,Normal
6242,Normal
6243,Analysis
6244,Normal
6245,DoS
6246,Backdoor
6247,Backdoor
6248,Worms
6249,Generic
6250,Backdoor
6251,Backdoor
6252,Normal
6253,Fuzzers
6254,Normal
6255,DoS
6256,Normal
6257,DoS
6258,Normal
6259,Exploits
6260,Normal
6261,Generic
6262,Normal
6263,Analysis
6264,Fuzzers
6265,Generic
6266,Normal
6267,Generic
6268,Worms
6269,Normal
6270,Normal
6271,Shellcode
6272,Analysis
6273,Normal
6274,Generic
6275,Worms
6276,Normal
6277,Analysis
6278,Backdoor
6279,Normal
6280,Backdoor
6281,Analysis
6282,Analysis
6283,Fuzzers
6284,Normal
6285,Worms
6286,Backdoor
6287,Exploits
6288,DoS
6289,Normal
6290,Analysis
6291,Fuzzers
6292,Normal
6293,Normal
6294,Analysis
6295,Backdoor
6296,Generic
6297,Generic
6298,Normal
6299,Normal
6300,Analysis
6301,Normal
6302,Backdoor
6303,Exploits
6304,Normal
6305,Backdoor
6306,Fuzzers
6307,Generic
6308,Backdoor
6309,Normal
6310,Worms
6311,Exploits
6312,Generic
6313,Reconnaissance
6314,Reconnaissance
6315,Analysis
6316,Fuzzers
6317,Normal
6318,Generic
6319,Shellcode
6320,Normal
6321,DoS
6322,Shellcode
6323,Generic
6324,Normal
6325,Generic
6326,Analysis
6327,Generic
6328,Backdoor
6329,Normal
6330,Backdoor
6331,Normal
6332,Reconnaissance
6333,Analysis
6334,Normal
6335,Normal
6336,Fuzzers
6337,Analysis
6338,Generic
6339,Normal
6340,Worms
6341,Normal
6342,Generic
6343,Backdoor
6344,Normal
6345,Fuzzers
6346,Generic
6347,Generic
6348,Backdoor
6349,Normal
6350,Fuzzers
6351,Generic
6352,Backdoor
6353,Normal
6354,Worms
6355,Fuzzers
6356,Exploits
6357,Generic
6358,Normal
6359,Normal
6360,Normal
6361,Normal
6362,Generic
6363,Fuzzers
6364,DoS
6365,Worms
6366,Normal
6367,Worms
6368,Normal
6369,Normal
6370,Analysis
6371,Reconnaissance
6372,Fuzzers
6373,Fuzzers
6374,Normal
6375,Reconnaissance
6376,Analysis
6377,Analysis
6378,Fuzzers
6379,Backdoor
6380,Backdoor
6381,Reconnaissance
6382,Normal
6383,Normal
6384,Generic
6385,Normal
6386,Normal
6387,Normal
6388,Worms
6389,Fuzzers
6390,Backdoor
6391,Normal
6392,Generic
6393,DoS
6394,Normal
6395,Normal
6396,Normal
6397,Generic
6398,Generic
6399,Generic
6400,Backdoor
6401,Backdoor
6402,Analysis
6403,Fuzzers
6404,Worms
6405,Normal
6406,Generic
6407,Generic
6408,Fuzzers
6409,Fuzzers
6410,Fuzzers
6411,Normal
6412,Analysis
6413,Fuzzers
6414,Generic
6415,Analysis
6416,Normal
6417,Generic
6418,Reconnaissance
6419,Fuzzers
6420,Shellcode
6421,Generic
6422,Shellcode
6423,Analysis
6424,Fuzzers
6425,Worms
6426,Generic
6427,DoS
6428,Generic
6429,Normal
6430,Generic
6431,Worms
6432,Worms
6433,Generic
6434,Analysis
6435,Fuzzers
6436,Worms
6437,Generic
6438,Generic
6439,Generic
6440,Normal
6441,Generic
6442,Normal
6443,Reconnaissance
6444,Backdoor
6445,Normal
6446,Shellcode
6447,Generic
6448,DoS
6449,Generic
6450,Normal
6451,Normal
6452,Fuzzers
6453,Fuzzers
6454,Normal
6455,Worms
6456,Normal
6457,Generic
6458,Reconnaissance
6459,Normal
6460,Normal
6461,Normal
6462,Fuzzers
6463,Normal
6464,Reconnaissance
6465,Normal
6466,Fuzzers
6467,Normal
6468,DoS
6469,Analysis
6470,Generic
6471,Analysis
6472,DoS
6473,Worms
6474,Normal
6475,DoS
6476,Backdoor
6477,Normal
6478,Fuzzers
6479,Generic
6480,Normal
6481,Normal
6482,Backdoor
6483,Normal
6484,Generic
6485,DoS
6486,Normal
6487,Normal
6488,Reconnaissance
6489,Normal
6490,Fuzzers
6491,Normal
6492,Backdoor
6493,DoS
6494,Analysis
6495,Generic
6496,Fuzzers
6497,Analysis
6498,Generic
6499,Generic
6500,Backdoor
6501,Normal
6502,Analysis
6503,Normal
6504,DoS
6505,Fuzzers
6506,Analysis
6507,Generic
6508,Backdoor
6509,Backdoor
6510,Worms
6511,Exploits
6512,Normal
6513,Normal
6514,DoS
6515,Shellcode
6516,Generic
6517,Analysis
6518,Normal
6519,Shellcode
6520,Analysis
6521,Backdoor
6522,Generic
6523,Reconnaissance
6524,Fuzzers
6525,Normal
6526,Worms
6527,Exploits
6528,Generic
6529,Normal
6530,Normal
6531,Exploits
6532,Normal
6533,Fuzzers
6534,Worms
6535,Worms
6536,Analysis
6537,Generic
6538,Analysis
6539,Generic
6540,Generic
6541,Normal
6542,Fuzzers
6543,Normal
6544,Fuzzers
6545,Backdoor
6546,Generic
6547,Generic
6548,Generic
6549,Generic
6550,Backdoor
6551,Normal
6552,Generic
6553,Fuzzers
6554,Normal
6555,Reconnaissance
6556,Fuzzers
6557,Generic
6558,Generic
6559,Fuzzers
6560,Normal
6561,Normal
6562,Worms
6563,DoS
6564,Analysis
6565,Generic
6566,Generic
6567,Backdoor
6568,Normal
6569,Exploits
6570,Analysis
6571,Backdoor
6572,Fuzzers
6573,Normal
6574,Generic
6575,Generic
6576,Worms
6577,Normal
6578,Normal
6579,Normal
6580,Worms
6581,Analysis
6582,Backdoor
6583,Worms
6584,Fuzzers
6585,Normal
6586,Normal
6587,Fuzzers
6588,DoS
6589,Analysis
6590,Fuzzers
6591,Normal
6592,Backdoor
6593,DoS
6594,Fuzzers
6595,Normal
6596,Fuzzers
6597,Generic
6598,Normal
6599,Normal
6600,Generic
6601,Reconnaissance
6602,Normal
6603,Normal
6604,Normal
6605,Analysis
6606,Fuzzers
6607,Reconnaissance
6608,Generic
6609,Normal
6610,Normal
6611,Generic
6612,Fuzzers
6613,Generic
6614,Normal
6615,Generic
6616,Generic
6617,Reconnaissance
6618,Worms
6619,Generic
6620,Generic
6621,Normal
6622,Backdoor
6623,DoS
6624,Backdoor
6625,Backdoor
6626,Generic
6627,Analysis
6628,Generic
6629,Fuzzers
6630,Normal
6631,Exploits
6632,Normal
6633,Fuzzers
6634,Reconnaissance
6635,DoS
6636,Generic
6637,Analysis
6638,Generic
6639,Analysis
6640,Reconnaissance
6641,DoS
6642,Fuzzers
6643,Generic
6644,Generic
6645,Backdoor
6646,Analysis
6647,Fuzzers
6648,Backdoor
6649,Normal
6650,Normal
6651,Exploits
6652,Backdoor
6653,Normal
6654,Exploits
6655,Generic
6656,Generic
6657,Worms
6658,Generic
6659,Worms
6660,Exploits
6661,Generic
6662,Normal
6663,DoS
6664,Generic
6665,Generic
6666,Backdoor
6667,Analysis
6668,Backdoor
6669,DoS
6670,Normal
6671,Normal
6672,Worms
6673,Generic
6674,Backdoor
6675,Normal
6676,Analysis
6677,Fuzzers
6678,Worms
6679,Normal
6680,Generic
6681,Fuzzers
6682,Normal
6683,Fuzzers
6684,Backdoor
6685,Fuzzers
6686,Normal
6687,Normal
6688,Analysis
6689,Backdoor
6690,Exploits
6691,Analysis
6692,Normal
6693,DoS
6694,Normal
6695,DoS
6696,Normal
6697,Worms
6698,Normal
6699,Generic
6700,Normal
6701,Worms
6702,Fuzzers
6703,Normal
6704,Normal
6705,Generic
6706,Worms
6707,Worms
6708,Analysis
6709,Generic
6710,Fuzzers
6711,Worms
6712,Normal
6713,Generic
6714,Normal
6715,Generic
6716,DoS
6717,Fuzzers
6718,Analysis
6719,Normal
6720,Generic
6721,Worms
6722,Normal
6723,Fuzzers
6724,Backdoor
6725,Generic
6726,Analysis
6727,Fuzzers
6728,Normal
6729,Normal
6730,DoS
6731,Normal
6732,Normal
6733,Generic
6734,Exploits
6735,Normal
6736,Normal
6737,Normal
6738,Generic
6739,Fuzzers
6740,Backdoor
6741,Fuzzers
6742,Generic
6743,Generic
6744,Backdoor
6745,Normal
6746,Backdoor
6747,Reconnaissance
6748,Generic
6749,Generic
6750,Backdoor
6751,DoS
6752,Normal
6753,Worms
6754,Backdoor
6755,Normal
6756,Normal
6757,Normal
6758,Shellcode
6759,Generic
6760,Generic
6761,Generic
6762,Shellcode
6763,Normal
6764,Normal
6765,Analysis
6766,Exploits
6767,Backdoor
6768,DoS
6769,DoS
6770,Generic
6771,Normal
6772,Analysis
6773,Generic
6774,Normal
6775,Normal
6776,Normal
6777,Shellcode
6778,Worms
6779,Generic
6780,Generic
6781,Backdoor
6782,Worms
6783,Normal
6784,Normal
6785,Worms
6786,Normal
6787,Normal
6788,Analysis
6789,Backdoor
6790,Normal
6791,Normal
6792,Normal
6793,Normal
6794,DoS
6795,Worms
6796,Shellcode
6797,Normal
6798,Fuzzers
6799,Fuzzers
6800,Generic
6801,Worms
6802,Generic
6803,Normal
6804,Analysis
6805,Normal
6806,Fuzzers
6807,Normal
6808,Fuzzers
6809,Fuzzers
6810,Analysis
6811,Shellcode
6812,Backdoor
6813,Exploits
6814,Generic
6815,Normal
6816,Fuzzers
6817,Reconnaissance
6818,Fuzzers
6819,Generic
6820,Generic
6821,Fuzzers
6822,Backdoor
6823,Normal
6824,Backdoor
6825,Normal
6826,Generic
6827,DoS
6828,Generic
6829,Generic
6830,Fuzzers
6831,Normal
6832,Backdoor
6833,Worms
6834,Worms
6835,Normal
6836,Backdoor
6837,Analysis
6838,Normal
6839,Normal
6840,Backdoor
6841,Fuzzers
6842,Normal
6843,Normal
6844,Normal
6845,Fuzzers
6846,Generic
6847,Generic
6848,Backdoor
6849,Analysis
6850,Fuzzers
6851,Fuzzers
6852,Normal
6853,Normal
6854,Generic
6855,Normal
6856,DoS
6857,Normal
6858,Generic
6859,Worms
6860,Worms
6861,Normal
6862,Fuzzers
6863,Reconnaissance
6864,Analysis
6865,Fuzzers
6866,Worms
6867,Reconnaissance
6868,Generic
6869,Normal
6870,Analysis
6871,Worms
6872,Worms
6873,Analysis
6874,Analysis
6875,Generic
6876,Normal
6877,Fuzzers
6878,Fuzzers
6879,Reconnaissance
6880,Reconnaissance
6881,Worms
6882,Generic
6883,Analysis
6884,Backdoor
6885,Shellcode
6886,Generic
6887,Fuzzers
6888,Exploits
6889,Generic
6890,Backdoor
6891,Generic
6892,Backdoor
6893,Normal
6894,Analysis
6895,Backdoor
6896,Normal
6897,Normal
6898,Generic
6899,Analysis
6900,Normal
6901,Normal
6902,Generic
6903,Generic
6904,Generic
6905,Backdoor
6906,Normal
6907,Analysis
6908,Generic
6909,Backdoor
6910,Worms
6911,DoS
6912,Backdoor
6913,DoS
6914,Normal
6915,Normal
6916,Generic
6917,Fuzzers
6918,Normal
6919,Fuzzers
6920,Fuzzers
6921,Analysis
6922,Generic
6923,Normal
6924,Shellcode
6925,Worms
6926,Normal
6927,Worms
6928,Reconnaissance
6929,Normal
6930,Worms
6931,Normal
6932,Normal
6933,Exploits
6934,Generic
6935,Analysis
6936,Shellcode
6937,Analysis
6938,Fuzzers
6939,Normal
6940,Reconnaissance
6941,Generic
6942,Analysis
6943,Normal
6944,Worms
6945,Exploits
6946,Normal
6947,Normal
6948,Generic
6949,Backdoor
6950,Normal
6951,Worms
6952,Analysis
6953,Analysis
6954,Worms
6955,Normal
6956,Generic
6957,Exploits
6958,Shellcode
6959,Normal
6960,Analysis
6961,Analysis
6962,Generic
6963,Worms
6964,Normal
6965,Analysis
6966,Normal
6967,Backdoor
6968,Normal
6969,Generic
6970,Analysis
6971,DoS
6972,Reconnaissance
6973,Normal
6974,Normal
6975,Worms
6976,Normal
6977,Worms
6978,Normal
6979,Generic
6980,Backdoor
6981,Worms
6982,Shellcode
6983,Backdoor
6984,Worms
6985,Normal
6986,Worms
6987,Fuzzers
6988,Analysis
6989,Worms
6990,Analysis
6991,Fuzzers
6992,Exploits
6993,DoS
6994,Analysis
6995,Generic
6996,Worms
6997,Reconnaissance
6998,Generic
6999,Analysis
7000,Normal
7001,Generic
7002,Normal
7003,Normal
7004,Normal
7005,Generic
7006,Generic
7007,Fuzzers
7008,DoS
7009,Generic
7010,Analysis
7011,DoS
7012,Normal
7013,Worms
7014,Worms
7015,Worms
7016,Analysis
7017,Generic
7018,Generic
7019,Analysis
7020,Worms
7021,Generic
7022,Shellcode
7023,Generic
7024,Normal
7025,Generic
7026,Normal
7027,Worms
7028,Normal
7029,Fuzzers
7030,Generic
7031,Fuzzers
7032,Generic
7033,Analysis
7034,Analysis
7035,Worms
7036,Shellcode
7037,Analysis
7038,Shellcode
7039,Generic
7040,Worms
7041,Exploits
7042,Generic
7043,Normal
7044,Normal
7045,Normal
7046,Generic
7047,Analysis
7048,Generic
7049,Backdoor
7050,Normal
7051,Normal
7052,Analysis
7053,Analysis
7054,Analysis
7055,Normal
7056,Normal
7057,Fuzzers
7058,Backdoor
7059,Analysis
7060,Normal
7061,Backdoor
7062,Normal
7063,Generic
7064,Normal
7065,Normal
7066,DoS
7067,Shellcode
7068,Analysis
7069,Backdoor
7070,Worms
7071,Normal
7072,Worms
7073,DoS
7074,Generic
7075,Generic
7076,Normal
7077,Normal
7078,Generic
7079,Generic
7080,Shellcode
7081,Normal
7082,Backdoor
7083,Normal
7084,Normal
7085,Normal
7086,Normal
7087,Analysis
7088,Analysis
7089,Analysis
7090,Normal
7091,Fuzzers
7092,Normal
7093,Normal
7094,Generic
7095,Backdoor
7096,Fuzzers
7097,Generic
7098,Normal
7099,Backdoor
7100,DoS
7101,Generic
7102,Exploits
7103,Normal
7104,Generic
7105,Normal
7106,Normal
7107,DoS
7108,Fuzzers
7109,Normal
7110,Worms
7111,Normal
7112,Fuzzers
7113,Fuzzers
7114,Generic
7115,Normal
7116,Normal
7117,Normal
7118,Fuzzers
7119,Exploits
7120,Worms
7121,Exploits
7122,Normal
7123,Generic
7124,Fuzzers
7125,Exploits
7126,Backdoor
7127,Normal
7128,Normal
7129,Generic
7130,Reconnaissance
7131,Worms
7132,Generic
7133,Generic
7134,Worms
7135,Normal
7136,Generic
7137,Worms
7138,Fuzzers
7139,Analysis
7140,Reconnaissance
7141,Worms
7142,Backdoor
7143,Shellcode
7144,Fuzzers
7145,Analysis
7146,Shellcode
7147,Generic
7148,Normal
7149,Shellcode
7150,Worms
7151,Generic
7152,Generic
7153,Normal
7154,Worms
7155,Normal
7156,Generic
7157,Fuzzers
7158,Normal
7159,Normal
7160,Normal
7161,Worms
7162,Shellcode
7163,Generic
7164,Generic
7165,Normal
7166,Normal
7167,Normal
7168,Normal
7169,Backdoor
7170,Normal
7171,Normal
7172,Normal
7173,Normal
7174,Normal
7175,Normal
7176,Worms
7177,Analysis
7178,Generic
7179,Shellcode
7180,Generic
7181,Normal
7182,Normal
7183,Generic
7184,Fuzzers
7185,Worms
7186,Normal
7187,Generic
7188,Worms
7189,Generic
7190,Worms
7191,Reconnaissance
7192,Exploits
7193,Generic
7194,Generic
7195,Backdoor
7196,DoS
7197,Fuzzers
7198,Exploits
7199,Fuzzers
7200,Normal
7201,Fuzzers
7202,Normal
7203,Worms
7204,Normal
7205,Fuzzers
7206,Normal
7207,Normal
7208,Backdoor
7209,Analysis
7210,Backdoor
7211,Generic
7212,Worms
7213,Backdoor
7214,Analysis
7215,Fuzzers
7216,Normal
7217,Worms
7218,Worms
7219,Normal
7220,Generic
7221,Backdoor
7222,DoS
7223,Normal
7224,Backdoor
7225,Fuzzers
7226,Normal
7227,Backdoor
7228,Analysis
7229,Backdoor
7230,Fuzzers
7231,Fuzzers
7232,Backdoor
7233,Analysis
7234,Normal
7235,Backdoor
7236,DoS
7237,Generic
7238,Analysis
7239,Normal
7240,Shellcode
7241,Generic
7242,Generic
7243,Normal
7244,Reconnaissance
7245,Normal
7246,Normal
7247,Shellcode
7248,Generic
7249,Worms
7250,Backdoor
7251,Generic
7252,Normal
7253,Analysis
7254,DoS
7255,Generic
7256,Generic
7257,Exploits
7258,Fuzzers
7259,Generic
7260,Generic
7261,Generic
7262,Fuzzers
7263,Worms
7264,Fuzzers
7265,Exploits
7266,Worms
7267,Generic
7268,Worms
7269,Generic
7270,Worms
7271,Generic
7272,Analysis
7273,Normal
7274,Fuzzers
7275,Normal
7276,Worms
7277,Backdoor
7278,Normal
7279,Worms
7280,Generic
7281,Analysis
7282,DoS
7283,Normal
7284,Shellcode
7285,Exploits
7286,Fuzzers
7287,Fuzzers
7288,Normal
7289,Normal
7290,Worms
7291,Normal
7292,Normal
7293,Reconnaissance
7294,Analysis
7295,Normal
7296,Worms
7297,Worms
7298,Generic
7299,Fuzzers
7300,Normal
7301,Analysis
7302,Generic
7303,Fuzzers
7304,Normal
7305,Normal
7306,Generic
7307,Fuzzers
7308,Normal
7309,Normal
7310,Generic
7311,Exploits
7312,Analysis
7313,DoS
7314,Normal
7315,Normal
7316,Analysis
7317,Fuzzers
7318,Reconnaissance
7319,Generic
7320,Normal
7321,Shellcode
7322,DoS
7323,Shellcode
7324,Backdoor
7325,Generic
7326,Generic
7327,Generic
7328,Normal
7329,Analysis
7330,Worms
7331,Shellcode
7332,Generic
7333,DoS
7334,Exploits
7335,Generic
7336,Analysis
7337,DoS
7338,Normal
7339,DoS
7340,Normal
7341,Normal
7342,Generic
7343,Generic
7344,Normal
7345,Analysis
7346,Worms
7347,Backdoor
7348,Backdoor
7349,Exploits
7350,Normal
7351,Fuzzers
7352,Fuzzers
7353,Fuzzers
7354,Backdoor
7355,Generic
7356,Reconnaissance
7357,Analysis
7358,Backdoor
7359,Generic
7360,Analysis
7361,Exploits
7362,Backdoor
7363,Analysis
7364,Shellcode
7365,Generic
7366,Worms
7367,Worms
7368,Normal
7369,Analysis
7370,Generic
7371,Worms
7372,Reconnaissance
7373,Generic
7374,Fuzzers
7375,Generic
7376,Analysis
7377,Worms
7378,Analysis
7379,Reconnaissance
7380,Backdoor
7381,Normal
7382,Normal
7383,Normal
7384,Backdoor
7385,Analysis
7386,Exploits
7387,Fuzzers
7388,Normal
7389,Normal
7390,DoS
7391,Reconnaissance
7392,Fuzzers
7393,Generic
7394,Normal
7395,DoS
7396,Analysis
7397,Generic
7398,Normal
7399,Analysis
7400,Normal
7401,Normal
7402,Exploits
7403,Analysis
7404,Analysis
7405,Analysis
7406,Backdoor
7407,Generic
7408,DoS
7409,Generic
7410,Normal
7411,Reconnaissance
7412,Backdoor
7413,DoS
7414,Generic
7415,Normal
7416,Analysis
7417,Analysis
7418,Fuzzers
7419,Fuzzers
7420,Backdoor
7421,Shellcode
7422,Normal
7423,Shellcode
7424,Worms
7425,Analysis
7426,Analysis
7427,Analysis
7428,Normal
7429,Normal
7430,Backdoor
7431,Normal
7432,Worms
7433,Normal
7434,Fuzzers
7435,Analysis
7436,Worms
7437,Backdoor
7438,Backdoor
7439,Exploits
7440,Backdoor
7441,Generic
7442,Analysis
7443,Fuzzers
7444,Backdoor
7445,Normal
7446,Normal
7447,Analysis
7448,Generic
7449,Worms
7450,Fuzzers
7451,Generic
7452,Backdoor
7453,Normal
7454,Generic
7455,Normal
7456,Generic
7457,Generic
7458,Fuzzers
7459,Shellcode
7460,Exploits
7461,Backdoor
7462,Analysis
7463,Generic
7464,Generic
7465,Normal
7466,Generic
7467,Generic
7468,Normal
7469,Analysis
7470,Analysis
7471,Normal
7472,Analysis
7473,Normal
7474,Shellcode
7475,Fuzzers
7476,Generic
7477,Generic
7478,Analysis
7479,Normal
7480,Generic
7481,Fuzzers
7482,Normal
7483,Analysis
7484,DoS
7485,Fuzzers
7486,Backdoor
7487,Normal
7488,DoS
7489,Worms
7490,Generic
7491,Fuzzers
7492,DoS
7493,Exploits
7494,DoS
7495,Reconnaissance
7496,Generic
